Date,value
2010-03-31,-0.8089999999999993
2010-04-30,4.415333333333334
2010-05-31,-2.2750000000000012
2010-06-30,-1.8499999999999988
2010-07-31,0.6066666666666656
2010-08-31,-2.5079999999999996
2010-09-30,6.306
2010-10-31,-2.408
2010-11-30,0.1200000000000001
2010-12-31,-3.357500000000001
2011-01-31,-1.338333333333332
2011-02-28,1.7241666666666653
2011-03-31,4.066666666666667
2011-04-30,-2.335
2011-05-31,1.4700000000000006
2011-06-30,-2.825000000000001
2011-07-31,3.9400000000000004
2011-08-31,-1.1850000000000005
2011-09-30,-8.851666666666667
2011-10-31,8.67
2011-11-30,4.479999999999999
2011-12-31,-10.20133333333333
2012-01-31,3.200999999999999
2012-02-29,8.022
2012-03-31,-11.207500000000001
2012-04-30,5.377000000000002
2012-05-31,0.6018333333333326
2012-06-30,-3.289666666666667
2012-08-31,3.793333333333334
2012-09-30,-4.801666666666668
2012-10-31,2.6433333333333353
2012-11-30,0.4408333333333321
2012-12-31,-4.011666666666667
2013-01-31,4.887499999999999
2013-02-28,3.933333333333335
2013-03-31,-7.260000000000002
2013-04-30,2.993333333333334
2013-05-31,1.5699999999999994
2013-06-30,-5.37
2013-07-31,0.910000000000001
2013-08-31,2.793333333333333
2013-09-30,-0.5666666666666673
2013-10-31,-2.82
2013-11-30,5.856666666666667
2013-12-31,-3.2133333333333334
2014-01-31,1.8699999999999992
2014-02-28,-2.0149999999999997
2014-03-31,-0.28000000000000025
2014-04-30,-2.0674999999999994
2014-05-31,2.4789999999999996
2014-06-30,1.0309285714285719
2014-07-31,1.231142857142856
2014-09-30,0.8714285714285719
2014-10-31,-7.348571428571427
2014-11-30,2.902142857142856
2014-12-31,2.3514285714285705
2015-01-31,-3.4449999999999985
2015-02-28,3.238
2015-03-31,0.8989999999999991
2015-04-30,-4.7219999999999995
2015-05-31,8.318333333333335
2015-06-30,-5.766666666666668
2015-07-31,-0.7433333333333332
2015-08-31,0.6783333333333328
2015-09-30,-0.9546666666666659
2015-10-31,-1.1840000000000002
2015-11-30,8.562
2015-12-31,-4.139999999999999
2016-01-31,-1.6900000000000013
2016-02-29,-2.715
2016-03-31,3.1775
2016-04-30,2.424999999999999
2016-08-31,-7.662499999999999
2016-09-30,6.6625
2016-10-31,-5.095
2016-12-31,3.8625
2017-01-31,-3.6199999999999997
2017-02-28,4.342
2017-03-31,5.366
2017-04-30,-11.434666666666665
2017-05-31,6.855833333333332
2017-06-30,-2.8859523809523804
2017-08-31,-0.058928571428571
2017-09-30,1.3323809523809507
2017-10-31,-2.1133333333333315
2017-11-30,4.123333333333332
2017-12-31,-5.0076190476190465
2018-01-31,-1.6647619047619058
2018-02-28,9.300714285714285
2018-03-31,-6.267777777777778
2018-04-30,4.607222222222222
2018-05-31,-5.679444444444445
2018-07-31,-2.336666666666666
2018-08-31,7.825952380952382
2018-09-30,-1.4985714285714287
2018-10-31,-6.550714285714286
2018-11-30,7.890000000000001
2018-12-31,-5.951666666666667
2019-01-31,6.648333333333333
2019-02-28,-1.3966666666666665
2019-03-31,-4.795
2019-04-30,3.3049999999999997
2019-05-31,-4.9383333333333335
2019-06-30,6.321666666666666
2019-07-31,-1.9949999999999992
2019-08-31,-3.086666666666667
2019-09-30,2.2108333333333334
2019-10-31,0.6699999999999999
2019-11-30,-4.9825
2019-12-31,8.245000000000001
2020-01-31,-2.4949999999999997
2020-02-29,0.7199999999999993
2020-03-31,-5.475
2020-04-30,3.933333333333333
2020-05-31,-1.216666666666666
2020-06-30,3.763333333333333
2020-07-31,0.8049999999999993
2020-08-31,-6.0614285714285705
2020-09-30,2.343571428571428
2020-10-31,0.272857142857144
2020-11-30,1.8842857142857117
2020-12-31,-2.7942857142857127
2021-02-28,-0.8099999999999987
2021-03-31,2.387999999999998
2021-04-30,-1.6326666666666654
2021-05-31,1.868833333333332
2021-06-30,-3.9116666666666653
2021-07-31,5.347499999999999
2021-08-31,-5.1
2021-09-30,2.59
2021-10-31,1.8700000000000006
2021-11-30,1.9100000000000001
2021-12-31,-6.673333333333335
2022-01-31,3.4200000000000017
2022-02-28,-1.3950000000000014
2022-03-31,2.2633333333333345
2022-04-30,-2.0375000000000005
2022-06-30,1.46
2022-07-31,1.152499999999999
2022-08-31,-4.819285714285713
2022-09-30,1.5569047619047618
2022-10-31,1.5623809523809524
2022-11-30,-0.45833333333333304
2023-01-31,-1.4616666666666673
2023-02-28,3.4
2023-03-31,1.9050000000000002
2023-04-30,-3.224999999999999
2023-05-31,-3.1962500000000014
2023-06-30,4.482500000000002
2023-07-31,-3.166250000000002
2023-08-31,2.410000000000001
2023-09-30,1.54
2023-10-31,-1.6900000000000013
2023-11-30,0.4700000000000024
