datetime,CarCount,BikeCount,BusCount,TruckCount,Total
2024-10-10 00:00:00,0.04571428571428572,0.02857142857142857,0.04,0.4,0.07751937984496124
2024-10-10 00:15:00,0.051428571428571435,0.014285714285714285,0.02,0.6,0.12015503875968991
2024-10-10 00:30:00,0.02857142857142857,0.02857142857142857,0.04,0.5333333333333333,0.09689922480620153
2024-10-10 00:45:00,0.02857142857142857,0.02857142857142857,0.04,0.6,0.1124031007751938
2024-10-10 01:00:00,0.034285714285714294,0.02857142857142857,0.02,0.5666666666666667,0.10465116279069767
2024-10-10 01:15:00,0.05714285714285715,0.014285714285714285,0.02,0.65,0.13565891472868216
2024-10-10 01:30:00,0.051428571428571435,0.02857142857142857,0.04,0.45,0.09302325581395349
2024-10-10 01:45:00,0.04571428571428572,0.02857142857142857,0.02,0.3333333333333333,0.05813953488372092
2024-10-10 02:00:00,0.01142857142857143,0.0,0.0,0.43333333333333335,0.046511627906976744
2024-10-10 02:15:00,0.04571428571428572,0.0,0.0,0.5666666666666667,0.1007751937984496
2024-10-10 02:30:00,0.05714285714285715,0.02857142857142857,0.0,0.6333333333333333,0.1317829457364341
2024-10-10 02:45:00,0.0,0.02857142857142857,0.0,0.6166666666666667,0.08914728682170542
2024-10-10 03:00:00,0.022857142857142857,0.014285714285714285,0.0,0.5666666666666667,0.08914728682170542
2024-10-10 03:15:00,0.017142857142857144,0.0,0.04,0.5833333333333334,0.09302325581395349
2024-10-10 03:30:00,0.01142857142857143,0.0,0.0,0.5666666666666667,0.07751937984496124
2024-10-10 03:45:00,0.02857142857142857,0.014285714285714285,0.04,0.6333333333333333,0.11627906976744184
2024-10-10 04:00:00,0.44,0.09999999999999999,0.06,0.16666666666666666,0.313953488372093
2024-10-10 04:15:00,0.3771428571428571,0.04285714285714286,0.0,0.5,0.32170542635658916
2024-10-10 04:30:00,0.48,0.14285714285714285,0.04,0.16666666666666666,0.34883720930232553
2024-10-10 04:45:00,0.4114285714285714,0.04285714285714286,0.0,0.3,0.29844961240310075
2024-10-10 05:00:00,0.48571428571428565,0.02857142857142857,0.0,0.36666666666666664,0.36046511627906974
2024-10-10 05:15:00,0.4514285714285714,0.014285714285714285,0.14,0.3833333333333333,0.3643410852713178
2024-10-10 05:30:00,0.4742857142857143,0.11428571428571428,0.12,0.16666666666666666,0.3527131782945736
2024-10-10 05:45:00,0.5257142857142857,0.3857142857142857,0.3,0.13333333333333333,0.4883720930232558
2024-10-10 06:00:00,0.5828571428571429,0.14285714285714285,0.48,0.18333333333333332,0.507751937984496
2024-10-10 06:15:00,0.44,0.37142857142857144,0.22,0.08333333333333333,0.3992248062015503
2024-10-10 06:30:00,0.5028571428571429,0.22857142857142856,0.48,0.16666666666666666,0.4728682170542635
2024-10-10 06:45:00,0.7028571428571428,0.2571428571428571,0.28,0.1,0.562015503875969
2024-10-10 07:00:00,0.6,0.2714285714285714,0.24,0.23333333333333334,0.5193798449612402
2024-10-10 07:15:00,0.6685714285714286,0.18571428571428572,0.2,0.08333333333333333,0.5
2024-10-10 07:30:00,0.4971428571428571,0.19999999999999998,0.32,0.2,0.437984496124031
2024-10-10 07:45:00,0.7885714285714286,0.42857142857142855,0.34,0.2,0.7015503875968991
2024-10-10 08:00:00,0.7371428571428571,0.2571428571428571,0.42,0.18333333333333332,0.631782945736434
2024-10-10 08:15:00,0.7371428571428571,0.42857142857142855,0.3,0.23333333333333334,0.6666666666666666
2024-10-10 08:30:00,0.6514285714285715,0.18571428571428572,0.28,0.21666666666666667,0.5348837209302325
2024-10-10 08:45:00,0.7657142857142857,0.17142857142857143,0.44,0.21666666666666667,0.6395348837209301
2024-10-10 09:00:00,0.38857142857142857,0.12857142857142856,0.28,0.2833333333333333,0.3565891472868217
2024-10-10 09:15:00,0.16,0.17142857142857143,0.18,0.1,0.1511627906976744
2024-10-10 09:30:00,0.3657142857142857,0.12857142857142856,0.52,0.15,0.3565891472868217
2024-10-10 09:45:00,0.3657142857142857,0.17142857142857143,0.2,0.08333333333333333,0.2906976744186046
2024-10-10 10:00:00,0.2857142857142857,0.15714285714285714,0.18,0.2833333333333333,0.27519379844961234
2024-10-10 10:15:00,0.15428571428571428,0.09999999999999999,0.54,0.2,0.2209302325581395
2024-10-10 10:30:00,0.2742857142857143,0.18571428571428572,0.14,0.08333333333333333,0.2209302325581395
2024-10-10 10:45:00,0.1657142857142857,0.14285714285714285,0.18,0.5833333333333334,0.2596899224806202
2024-10-10 11:00:00,0.15428571428571428,0.14285714285714285,0.2,0.43333333333333335,0.2209302325581395
2024-10-10 11:15:00,0.24,0.14285714285714285,0.1,0.4166666666666667,0.2558139534883721
2024-10-10 11:30:00,0.13142857142857142,0.0,0.1,0.48333333333333334,0.15891472868217052
2024-10-10 11:45:00,0.17142857142857143,0.09999999999999999,0.26,0.5666666666666667,0.26356589147286824
2024-10-10 12:00:00,0.18857142857142856,0.14285714285714285,0.16,0.5166666666666666,0.2558139534883721
2024-10-10 12:15:00,0.15428571428571428,0.04285714285714286,0.24,0.5833333333333334,0.2364341085271318
